timestamp,close,high,low,trade_count,open,volume,vwap,symbol
2024-10-10 21:00:00+02:00,3.925,3.965,3.91,2647,3.945,650025,3.933238,WULF
2024-10-10 21:30:00+02:00,3.93,3.96,3.92,6144,3.925,1933509,3.934116,WULF
2024-10-10 22:00:00+02:00,3.94,3.98,3.9016,56,3.93,550536,3.930697,WULF
2024-10-10 22:30:00+02:00,3.92,3.94,3.92,20,3.93,11477,3.931778,WULF
2024-10-10 23:00:00+02:00,3.91,3.93,3.82,24,3.93,52633,3.922856,WULF
2024-10-10 23:30:00+02:00,3.93,3.93,3.92,6,3.92,2000,3.922615,WULF
2024-10-11 00:00:00+02:00,3.93,3.93,3.9202,4,3.9299,3309,3.929008,WULF
2024-10-11 00:30:00+02:00,3.9303,3.95,3.92,19,3.92,34027,3.930669,WULF
2024-10-11 01:00:00+02:00,3.95,3.95,3.93,6,3.93,8598,3.944862,WULF
2024-10-11 01:30:00+02:00,3.95,3.97,3.95,29,3.95,8617,3.950919,WULF
2024-10-11 10:00:00+02:00,3.97,4.01,3.97,14,4.01,3577,3.99656,WULF
2024-10-11 10:30:00+02:00,3.97,3.99,3.97,2,3.99,319,3.977524,WULF
2024-10-11 11:00:00+02:00,3.96,3.97,3.95,18,3.96,2905,3.955715,WULF
2024-10-11 11:30:00+02:00,3.96,3.98,3.96,4,3.98,1181,3.968992,WULF
2024-10-11 12:00:00+02:00,3.99,3.99,3.99,8,3.99,2790,3.99,WULF
2024-10-11 12:30:00+02:00,3.99,3.99,3.99,5,3.99,710,3.99,WULF
2024-10-11 13:00:00+02:00,3.96,3.99,3.96,39,3.99,11886,3.964912,WULF
2024-10-11 13:30:00+02:00,3.961,3.98,3.95,41,3.97,21274,3.97393,WULF
2024-10-11 14:00:00+02:00,3.98,4.0012,3.9595,74,3.97,59470,3.981438,WULF
2024-10-11 14:30:00+02:00,3.99,4.02,3.9799,241,3.9799,81139,3.995712,WULF
2024-10-11 15:00:00+02:00,3.95,4.01,3.95,139,4.0,32986,3.972325,WULF
2024-10-11 15:30:00+02:00,4.26,4.319,3.94,8986,3.95,3969689,4.172802,WULF
2024-10-11 16:00:00+02:00,4.185,4.29,4.15,6168,4.2595,2086960,4.216682,WULF
2024-10-11 16:30:00+02:00,4.155,4.22,4.15,2867,4.185,890025,4.180497,WULF
2024-10-11 17:00:00+02:00,4.15,4.19,4.12,3400,4.155,1382566,4.152068,WULF
2024-10-11 17:30:00+02:00,4.0864,4.155,4.05,3669,4.148,1284622,4.089158,WULF
2024-10-11 18:00:00+02:00,4.1497,4.16,4.08,2080,4.085,752173,4.120783,WULF
2024-10-11 18:30:00+02:00,4.045,4.15,4.03,3086,4.145,1469238,4.066771,WULF
2024-10-11 19:00:00+02:00,4.055,4.1,4.04,2121,4.045,772468,4.065647,WULF
2024-10-11 19:30:00+02:00,4.095,4.12,4.05,2266,4.0589,870228,4.09007,WULF
2024-10-11 20:00:00+02:00,4.07,4.1,4.05,1711,4.1,604410,4.076835,WULF
2024-10-11 20:30:00+02:00,4.0997,4.11,4.071,1870,4.075,663575,4.091219,WULF
2024-10-11 21:00:00+02:00,4.12,4.1299,4.08,3196,4.0939,1051088,4.105533,WULF
2024-10-11 21:30:00+02:00,4.22,4.22,4.105,6828,4.115,2685200,4.168353,WULF
